,strategy,equal_weight,acwi_only
2015-12-09,-0.0032084741938319256,-0.0017739949319888204,-0.005276717703559419
2015-12-10,-0.0006473118650131151,-0.0005671405284178033,-0.0007073945392640502
2015-12-11,-0.008934010560821987,-0.002301811976934326,-0.019288687791407466
2015-12-14,-0.00045771174735272774,-0.003909170476409679,0.0036087510555209423
2015-12-15,0.0059084379801393715,0.0014565127642409137,0.009888592483656478
2015-12-16,0.013596509351552155,0.006606552426466128,0.017447074478369906
2015-12-17,-0.01316811010659732,-0.008520211098680536,-0.013823170140508045
2015-12-18,-0.006263825584710614,0.001127652392970857,-0.014194582352579754
2015-12-21,0.008196139190187525,0.004528156385104953,0.007780063853513042
2015-12-22,0.0049942388711450925,0.00041905353759563724,0.007774531517323657
2015-12-23,0.010560819912475873,0.002666437078263889,0.01435227109993864
2015-12-24,0.00048713814009161585,0.0018076393029804183,-0.0012379313424738525
2015-12-28,-0.00392228456009891,-0.0026765810683803126,-0.0030105549102351636
2015-12-29,0.007327848195682618,0.0012542320555084807,0.00933092517841061
